id,title,popularity,overview,release_date,poster_path
19995,Avatar,139.508,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2009-12-15,https://image.tmdb.org/t/p/w500/vbtsge1cmZ3iMXV016pVqba1VD0.jpg
354912,Coco,127.417,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,https://image.tmdb.org/t/p/w500/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg
475557,Joker,127.109,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",2019-10-01,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
814889,Never Let Go,160.171,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",2024-09-18,https://image.tmdb.org/t/p/w500/iwUoM3y77fov7bKyFMwpGMzRHyn.jpg
863,Toy Story 2,126.713,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",1999-10-30,https://image.tmdb.org/t/p/w500/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg
1391524,Christmas Is Cancelled,131.28,"Newlyweds Lidia and Manuel face their biggest challenge yet when they bring their wildly different families together for Christmas. As clashing personalities spark both hilarity and tension, their relationship hangs in the balance amidst the holiday chaos.",2024-11-29,https://image.tmdb.org/t/p/w500/cTQIU3kJBPI5BG5WGVnUuU5yAnB.jpg
824003,Diabolik - Who Are You?,137.982,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.",2023-11-30,https://image.tmdb.org/t/p/w500/1DAXwi4y941ryPoGbzUlFEEiPAo.jpg
1114513,Speak No Evil,161.29,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",2024-09-11,https://image.tmdb.org/t/p/w500/fDtkrO2OAF8LKQTdzYmu1Y7lCLB.jpg
557,Spider-Man,141.804,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",2002-05-01,https://image.tmdb.org/t/p/w500/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg
269509,The Canterville Ghost,131.424,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",2023-09-22,https://image.tmdb.org/t/p/w500/dFu8oHN805ZRzpQZNOjkiLzMbep.jpg
872585,Oppenheimer,137.562,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,2023-07-19,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg
1104937,Kill the Jockey,132.631,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey, is pregnant with Remo's baby and has to decide between the child or continuing to race. They both race for Sirena, a businessman who saved Remo's life in the past but now is determined to find him, dead or alive.",2024-09-26,https://image.tmdb.org/t/p/w500/d1c9uQtAHPGYJaLXkR0G5k6nmyG.jpg
787699,Wonka,128.296,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",2023-12-06,https://image.tmdb.org/t/p/w500/qhb1qOilapbapxWQn9jtRCMwXJF.jpg
923667,Twilight of the Warriors: Walled In,136.823,"In 1980s Hong Kong, troubled youth Chan Lok-kwun, a mainland refugee, struggles to survive in the Kowloon Walled City by joining underground fights. Betrayed by crime boss Mr. Big while trying to buy a fake ID, he steals drugs from him and seeks refuge in the Walled City, where he encounters Cyclone, a compassionate yet authoritative crime lord.",2024-04-23,https://image.tmdb.org/t/p/w500/h0tunBO4tMjvKVVG7fXqHgwOr5C.jpg
831815,Saving Bikini Bottom: The Sandy Cheeks Movie,135.004,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",2024-10-18,https://image.tmdb.org/t/p/w500/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg
1072790,Anyone But You,120.527,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",2023-12-21,https://image.tmdb.org/t/p/w500/5qHoazZiaLe7oFBok7XlUhg96f2.jpg
330457,Frozen II,132.48,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019-11-20,https://image.tmdb.org/t/p/w500/mINJaa34MtknCYl5AjtNJzWj8cD.jpg
9479,The Nightmare Before Christmas,140.159,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993-10-09,https://image.tmdb.org/t/p/w500/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
493529,Dungeons & Dragons: Honor Among Thieves,103.928,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",2023-03-23,https://image.tmdb.org/t/p/w500/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg
934433,Scream VI,84.895,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",2023-03-08,https://image.tmdb.org/t/p/w500/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg
882598,Smile,123.628,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",2022-09-23,https://image.tmdb.org/t/p/w500/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg
1066262,The Convert,157.658,"Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose.",2024-03-14,https://image.tmdb.org/t/p/w500/e5ZqqPlhKstzB4geibpZh38w7Pq.jpg
15212,Species: The Awakening,153.339,"A scientist, Dr Hollander, takes his niece Miranda to Mexico in an attempt to reverse the effects of the alien DNA he used to create her. However the treatment goes horribly wrong, and sets Miranda on a killing spree as she sets out to find a mate.",2007-10-02,https://image.tmdb.org/t/p/w500/wPsu2NM0eUpoqycgjjnRJIwxK13.jpg
1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",130.796,"Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",2023-10-21,https://image.tmdb.org/t/p/w500/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg
615656,Meg 2: The Trench,112.455,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,2023-08-02,https://image.tmdb.org/t/p/w500/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg
746036,The Fall Guy,130.726,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",2024-04-24,https://image.tmdb.org/t/p/w500/e7olqFmzcIX5c23kX4zSmLPJi8c.jpg
818647,Through My Window,128.912,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022-02-04,https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg
1022796,Wish,142.173,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",2023-11-13,https://image.tmdb.org/t/p/w500/m9ckCVKU9vW3Dxc8hbodx7mjJbe.jpg
562,Die Hard,122.716,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",1988-07-15,https://image.tmdb.org/t/p/w500/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg
1221404,Crayon Shinchan the Movie: Our Dinosaur Diary,171.144,"Follow the friendship between the Nobara family's pet dog Shiro and a ""small dinosaur"". Their connection helps the growth of Shinnosuke and the Kusakabe Defense Squad.",2024-08-09,https://image.tmdb.org/t/p/w500/nVUZBgpWxGDiKHMI6ymm4neoBsE.jpg
447365,Guardians of the Galaxy Vol. 3,129.315,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",2023-05-03,https://image.tmdb.org/t/p/w500/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg
947891,My Old Ass,130.441,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",2024-09-13,https://image.tmdb.org/t/p/w500/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg
893723,PAW Patrol: The Mighty Movie,101.246,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",2023-09-21,https://image.tmdb.org/t/p/w500/aTvePCU7exLepwg5hWySjwxojQK.jpg
1234811,Our Little Secret,138.433,"After discovering their significant others are siblings, two resentful exes must spend Christmas under one roof — while hiding their romantic history.",2024-11-27,https://image.tmdb.org/t/p/w500/7isqmWUryG2xksrw0E75m3vYTFd.jpg
228150,Fury,128.446,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",2014-10-15,https://image.tmdb.org/t/p/w500/c5dOrzJiW3jA3Erej6zOgJX8y76.jpg
707610,Bosomy Mom,111.191,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.",2020-05-06,https://image.tmdb.org/t/p/w500/zarhMAQRWKjjsNBR1rviIXZ5xtt.jpg
663712,Terrifier 2,139.314,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",2022-10-06,https://image.tmdb.org/t/p/w500/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg
587727,Busty Girlfriend,117.014,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",2019-03-08,https://image.tmdb.org/t/p/w500/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg
58,Pirates of the Caribbean: Dead Man's Chest,127.227,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,2006-07-06,https://image.tmdb.org/t/p/w500/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
1215162,Kill 'em All 2,140.929,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",2024-09-24,https://image.tmdb.org/t/p/w500/wCESzMHGkQoVTUNCpH72zuIewWH.jpg
10191,How to Train Your Dragon,120.131,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",2010-03-18,https://image.tmdb.org/t/p/w500/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg
680,Pulp Fiction,139.372,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",1994-09-10,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg
1389038,Mickey and the Very Many Christmases,166.669,Mickey makes a magical wish that every day could be Christmas — but winds up having second thoughts when his wish actually comes true!,2024-12-01,https://image.tmdb.org/t/p/w500/j8HNzRSIsiiCfSzsU1FU8U60VAd.jpg
1087822,Hellboy: The Crooked Man,149.479,"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",2024-08-29,https://image.tmdb.org/t/p/w500/iz2GabtToVB05gLTVSH7ZvFtsMM.jpg
2062,Ratatouille,111.538,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",2007-06-21,https://image.tmdb.org/t/p/w500/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg
420634,Terrifier,131.288,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,2018-01-25,https://image.tmdb.org/t/p/w500/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg
1075676,Uprising,127.725,"In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",2024-10-02,https://image.tmdb.org/t/p/w500/hg9OeaCRSpazrfqYyEFr6BDaZW8.jpg
826510,Harold and the Purple Crayon,119.577,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",2024-07-31,https://image.tmdb.org/t/p/w500/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg
414906,The Batman,131.202,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",2022-03-01,https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg
928480,Monster Summer,122.734,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",2024-10-04,https://image.tmdb.org/t/p/w500/zD2UZkh0DwbDEMuOKIR7jgwgulZ.jpg
976573,Elemental,129.107,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",2023-06-14,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg
396535,Train to Busan,90.758,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",2016-07-20,https://image.tmdb.org/t/p/w500/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg
298618,The Flash,117.081,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",2023-06-13,https://image.tmdb.org/t/p/w500/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg
575264,Mission: Impossible - Dead Reckoning Part One,120.295,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",2023-07-08,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg
36239,Slaughtered Vomit Dolls,96.234,The gruesome tapestry of psychological manifestations of a nineteen year old bulimic runaway stripper-turned prostitute as she descends into a hellish pit of satanic nightmares and hallucinations.,2006-02-14,https://image.tmdb.org/t/p/w500/6aThc82WK9Ss8VR7amjIvHV4oQH.jpg
122917,The Hobbit: The Battle of the Five Armies,136.436,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014-12-10,https://image.tmdb.org/t/p/w500/xT98tLqatZPQApyRmlPL12LtiWp.jpg
572802,Aquaman and the Lost Kingdom,109.997,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.",2023-12-20,https://image.tmdb.org/t/p/w500/7lTnXOy0iNtBAdRP3TZvaKJ77F6.jpg
783110,Smugglers,136.619,"During the 1970s, in Kunchon, there were women divers who were able to dive without equipment, including two best friends Choon-ja and Jin-sook, Jin-sook's brother and Hammer. They always collected seafood under water for living. But, as fewer factories started to be built near the beach, the women divers started to have trouble with what they were doing for living. Without any choice, the ship crews decided to join the smuggling business in the water to seek a way for their living. But the smuggling business in their village got too big for Jin-sook's family to handle and the peaceful village was gradually broken.",2023-07-26,https://image.tmdb.org/t/p/w500/j8Jx4vpBG258jPxd4o0kOLDwTvm.jpg
437342,The First Omen,136.959,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",2024-04-03,https://image.tmdb.org/t/p/w500/cIzk6GhxEZuweekGFXWEoAyuaMX.jpg
809,Shrek 2,123.797,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",2004-05-19,https://image.tmdb.org/t/p/w500/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg
156022,The Equalizer,149.802,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",2014-09-24,https://image.tmdb.org/t/p/w500/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg
1306764,Outside,127.528,"A family retreats to an isolated farm during a zombie outbreak, but years of painful secrets take a toll as they navigate their desolate world.",2024-10-17,https://image.tmdb.org/t/p/w500/sIdczpaO0XXBe6OEIL8NbWMqQrO.jpg
11,Star Wars,115.354,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977-05-25,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
527435,The Christmas Chronicles,148.857,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",2018-11-22,https://image.tmdb.org/t/p/w500/5Il2EMSF2KecrUKZPuen6BZmaCP.jpg
1059264,The Inseparables,116.994,"The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",2023-09-01,https://image.tmdb.org/t/p/w500/dmftU2Rnmv9KTteMUwjalOuZHke.jpg
82702,How to Train Your Dragon 2,125.395,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",2014-06-05,https://image.tmdb.org/t/p/w500/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg
1139566,Through My Window 3: Looking at You,110.792,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",2024-02-23,https://image.tmdb.org/t/p/w500/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg
447277,The Little Mermaid,101.424,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",2023-05-18,https://image.tmdb.org/t/p/w500/cJbKUdbWcIFDuHhs6uvOfacemc4.jpg
508883,The Boy and the Heron,88.628,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",2023-07-14,https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg
1111873,Abigail,139.164,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",2024-04-16,https://image.tmdb.org/t/p/w500/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg
820530,Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,105.034,"Takato Saijo has reigned as the idol industry's ""Most Huggable"" for five years, that is, until freshman actor Azumaya. Takato was always considered brusque while Azumaya's smile is winning over admirers by comparison. The whole fiasco drives Takuto to over indulge in alcohol and his actions catch the attention of the last person he wants to see. To his surprise, Azumaya uses this new info to blackmail Takuto for physical affection.",2021-10-09,https://image.tmdb.org/t/p/w500/bow6kX2YPoeyb9ZNwqbFxp5eqKr.jpg
214756,Ted 2,102.297,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",2015-06-25,https://image.tmdb.org/t/p/w500/38C91I7Xft0gyY7BITm8i4yvuRb.jpg
550,Fight Club,112.055,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",1999-10-15,https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
568124,Encanto,110.927,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",2021-10-13,https://image.tmdb.org/t/p/w500/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg
980489,Gran Turismo,93.93,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,2023-08-09,https://image.tmdb.org/t/p/w500/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg
13673,Christmas with the Kranks,109.019,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair calls on Christmas Eve to announce a surprise visit with her new fiancée, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",2004-11-24,https://image.tmdb.org/t/p/w500/q866vL3KhAjbkZH1enT7AoxmRHx.jpg
508,Love Actually,107.841,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.,2003-09-07,https://image.tmdb.org/t/p/w500/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg
938614,Late Night with the Devil,134.222,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",2024-03-19,https://image.tmdb.org/t/p/w500/jGY62i0D0zitaGz4Ema7vTEYIXw.jpg
507086,Jurassic World Dominion,132.119,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.",2022-06-01,https://image.tmdb.org/t/p/w500/jbAvCACjLf1ZG0unB2tdmx5HAf1.jpg
840705,Blink Twice,107.212,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",2024-08-21,https://image.tmdb.org/t/p/w500/lZGOK0I2DJSRlEPNOAFTSNxSjDD.jpg
1358820,A Nonsense Christmas with Sabrina Carpenter,114.273,"Pop star Sabrina Carpenter jingles all the bells in this old-school variety music special full of holiday hits, unexpected duets and comedic cameos.",2024-12-06,https://image.tmdb.org/t/p/w500/w6gBjvivsWwTbvz0bBAIxszOnWL.jpg
9732,The Lion King II: Simba's Pride,126.424,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",1998-10-24,https://image.tmdb.org/t/p/w500/4EaAtgfNjrH9x0qy59IkRRApDcY.jpg
1359227,LEGO Marvel Avengers: Mission Demolition,111.756,"A young, aspiring hero and superhero fan inadvertently unleashes a powerful new villain looking to rid the world of the Avengers.",2024-10-17,https://image.tmdb.org/t/p/w500/k3LGf9afqmUZiAJ9nffBinpOhOI.jpg
