id,genre_id
10674,12
10681,16
10681,10751
10681,878
10830,35
10830,10751
10830,14
11036,10749
11036,18
11153,35
11153,12
11224,10751
11224,14
11224,16
11224,10749
11324,18
11324,53
11324,9648
11395,14
11395,18
11395,35
11395,10751
11430,10751
11430,16
11430,35
11430,28
11544,16
11544,10751
11544,35
11688,12
11688,16
11688,35
11688,10751
11688,14
11970,16
11970,10751
11970,14
11970,12
11970,35
11970,10749
12153,35
12153,80
12155,10751
12155,14
12155,12
12444,12
12444,14
12445,14
12445,12
12536,35
12536,10751
12536,10770
13183,9648
13183,28
13183,878
13377,16
13377,10751
13377,35
13394,12
13394,16
13394,35
13394,14
13394,10751
13673,35
13673,10751
14160,16
14160,35
14160,10751
14160,12
14161,28
14161,12
14161,878
14836,16
14836,10751
14836,14
15212,27
15212,878
15212,53
16869,18
16869,53
16869,10752
17111,27
17111,9648
17111,53
17899,35
17899,18
18239,12
18239,14
18239,18
18239,10749
18240,35
18240,10749
18240,18
18785,35
19119,18
19119,80
19173,18
19173,10749
19913,35
19913,18
19913,10749
19995,28
19995,12
19995,14
19995,878
20352,16
20352,10751
20352,35
22705,35
22705,18
22705,10749
24021,12
24021,14
24021,18
24021,10749
24428,878
24428,28
24428,12
27066,18
27066,10749
27205,28
27205,878
27205,12
28468,18
28468,10749
32657,12
32657,14
32657,10751
36239,27
36239,18
37165,35
37165,18
38365,35
38757,16
38757,10751
39254,28
39254,878
39254,18
41446,27
41446,9648
44896,16
44896,35
44896,10751
44896,37
44896,12
46848,18
46848,10749
47971,28
47971,12
47971,80
48650,18
48650,10749
49013,16
49013,10751
49013,12
49013,35
49026,28
49026,80
49026,18
49026,53
49046,10752
49046,36
49046,18
49051,12
49051,14
49051,28
49444,16
49444,10751
49444,35
49521,28
49521,12
49521,878
50014,18
50619,12
50619,14
50619,10749
50620,12
50620,14
50620,18
50620,10749
51052,18
51052,16
51052,10751
51052,35
57800,16
57800,35
57800,12
57800,10751
62177,16
62177,12
62177,35
62177,10751
62177,28
62177,14
62835,28
62835,53
62835,80
62835,18
68718,18
68718,37
68721,28
68721,12
68721,878
68726,28
68726,878
68726,12
70981,878
70981,12
70981,9648
72190,28
72190,27
72190,878
72190,53
72808,18
72808,10749
73723,16
73723,10751
75656,53
75656,80
76203,18
76203,36
76338,28
76338,12
76338,14
76341,28
76341,12
76341,878
76600,878
76600,12
76600,28
78383,27
78383,53
81188,16
81188,10751
81188,14
82702,14
82702,28
82702,12
82702,16
82702,35
82702,10751
86331,18
86331,10749
87101,878
87101,28
87101,53
87101,12
91314,878
91314,28
91314,12
93456,16
93456,35
93456,10751
98566,878
98566,28
98566,12
98566,35
99861,28
99861,12
99861,878
101299,12
101299,28
101299,878
102382,28
102382,12
102382,878
102651,14
102651,12
102651,28
102651,10751
102651,10749
102783,18
102783,10749
106646,80
106646,18
106646,35
107257,18
107257,10749
109418,35
109445,16
109445,10751
109445,12
109445,14
110415,28
110415,878
110415,18
112160,35
112160,18
112160,10749
118249,16
118249,10402
118249,27
118249,35
119450,878
119450,28
119450,18
119450,53
122917,28
122917,12
122917,14
131631,878
131631,12
131631,53
135397,28
135397,12
135397,878
135397,53
138843,27
138843,53
140300,28
140300,12
140300,16
140300,35
140300,10751
140607,12
140607,28
140607,878
141052,28
141052,12
141052,878
146233,18
146233,53
146233,80
150540,16
150540,10751
150540,12
150540,18
150540,35
153104,9648
153104,18
153104,10749
153104,53
156022,53
156022,28
156022,80
157336,12
157336,18
157336,878
166426,12
166426,28
166426,14
166428,16
166428,10751
166428,12
168259,28
168259,53
168259,80
173705,18
173705,9648
173705,27
177572,12
177572,10751
177572,16
177572,28
177572,35
197158,18
197158,27
197158,14
197158,35
198663,28
198663,9648
198663,878
198663,53
205596,36
205596,18
205596,53
205596,10752
207703,80
207703,35
207703,28
207703,12
209112,28
209112,12
209112,14
210577,9648
210577,53
210577,18
214756,35
214756,14
216015,18
216015,10749
216015,53
222517,35
228150,10752
228150,18
228150,28
242582,80
242582,18
242582,53
244786,18
244786,10402
245891,28
245891,53
247136,18
247136,10749
249397,18
249397,9648
251837,35
254128,28
254128,18
254128,53
259693,27
259872,10749
260346,53
260346,28
260513,28
260513,12
260513,16
260513,10751
260514,10751
260514,16
260514,12
260514,35
262500,28
262500,878
262500,53
263115,28
263115,18
263115,878
265339,16
265339,12
265339,10751
269149,16
269149,12
269149,10751
269149,35
269509,16
269509,35
269509,10751
269509,14
270946,10751
270946,16
270946,12
270946,35
271110,12
271110,28
271110,878
273477,35
273477,27
274291,18
280180,28
280180,35
280180,80
281957,37
281957,18
281957,12
283995,878
283995,12
283995,28
284053,28
284053,12
284053,878
284054,28
284054,12
284054,878
286217,18
286217,12
286217,878
287903,27
287903,35
287903,14
290098,53
290098,18
290098,10749
292610,35
293660,28
293660,12
293660,35
294254,878
294254,28
294254,53
294254,12
296096,18
296096,10749
297762,28
297762,12
297762,14
298618,12
298618,28
298618,878
299054,28
299054,12
299054,53
299536,12
299536,28
299536,878
301528,10751
301528,12
301528,16
301528,35
301528,14
302946,80
302946,53
302946,18
315162,16
315162,12
315162,14
315162,35
315162,10751
315635,28
315635,12
315635,878
315635,18
323260,10749
323260,18
323260,35
324552,28
324552,53
324552,80
324786,18
